id,text,meta,annotation_approver,labels,section
9588,La 'kiss cam' de Leo DiCaprio y Maggie Smith en los Bafta,{},,"[[4, 12, 'ENG']]",tv
9611,Atrévete a hacer estos crujientes y deliciosos chips de col rizada Kale,{},,"[[67, 71, 'ENG'], [47, 52, 'ENG']]",lifestyle
9652,Guerra en el mueble 'low cost': unos valencianos compran una empresa catalana para desmontarla y cientos de clientes se quedan tirados,{},,"[[21, 29, 'ENG']]",economy
9668,La playlist de eldiario.es para montar tu propio Orgullo LGTBI+,{},,"[[3, 11, 'ENG']]",music
9676,El Gobierno propone una regulación para el crowdfunding que puede frenar su crecimiento,{},,"[[43, 55, 'ENG']]",economy
9685,Teaser del 2º spin-off de 'The Walking Dead': aún sin título pero con estos 5 protagonistas,{},,"[[14, 22, 'ENG'], [0, 6, 'ENG']]",tv
9688,"Sexo, 'startups' e inversión: así de duro es emprender en el sector erótico",{},,"[[7, 15, 'ENG']]",technology
9693,Este software juzga a las personas según sus rasgos faciales,{},,"[[5, 13, 'ENG']]",technology
9714,Jerry Seinfeld se pone al volante de una nueva webserie con Ricky Gervais y Alec Baldwin,{},,"[[47, 55, 'ENG']]",tv
9719,El ocaso del viejo microondas: la amenaza 'smart' se cierne sobre los hogares,{},,"[[43, 48, 'ENG']]",technology
9730,Fran Rivera empeora con su traslado al late night del domingo en Canal Sur,{},,"[[39, 49, 'ENG']]",tv
9735,Spam electoral: así acabó aprobándose la ley que ningún partido criticó hasta que fue demasiado tarde,{},,"[[0, 4, 'ENG']]",technology
9757,Beagle Bros: los pioneros guasones que vendían 'software' para Apple en los 80,{},,"[[48, 56, 'ENG']]",technology
9793,De violinistas a jefas de Facebook: así son los amantes españoles de las 'hackathons',{},,"[[74, 84, 'ENG']]",technology
9794,"Así ""satura"" Volkswagen la justicia alemana para evitar pagar más por el dieselgate",{},admin,"[[73, 83, 'ENG']]",economy
9798,Las mejores ofertas de Amazon para el Black Friday 2017,{},,"[[38, 50, 'ENG']]",lifestyle
9841,"Renfe pone a la venta 10.000 billetes del Ave ""low cost"" a 5 euros a partir del lunes",{},,"[[47, 55, 'ENG']]",economy
9878,"Un popular participante de un reality británico, apuñalado en Marbella",{},,"[[30, 37, 'ENG']]",tv
9899,"""Deepfake"", una forma de suplantación que crecerá rápidamente",{},,"[[1, 9, 'ENG']]",technology
9920,"South Park pide ser ""cancelada"" en el teaser de su 22ª temporada",{},,"[[38, 44, 'ENG']]",tv
9929,"Hacienda controlará las fintech, el comercio electrónico y las criptomonedas en la lucha contra el fraude",{},,"[[24, 31, 'ENG']]",economy
9931,"El 'lobby' fundado por Cristóbal Montoro y denunciado por Anticorrupción, refugio para afines del PP",{},,"[[4, 9, 'ENG']]",economy
9946,Un fallo en Android permite que las 'apps' llamen sin que te enteres (incluso a números de pago),{},,"[[37, 41, 'ENG']]",technology
9971,¿Son altos los costes laborales en España? El 'think tank' de la CEOE cree que sí y el de las Cajas de Ahorros que no,{},,"[[47, 57, 'ENG']]",economy
9973,"El grupo de heavy 'Stravaganzza', ""indignado"" con 'La Voz'",{},,"[[12, 17, 'ENG']]",tv
9978,"laSexta3, Clan y Nitro dan ""El golpe"" con su cine en el prime time dominical",{},,"[[56, 66, 'ENG']]",tv
9982,Renfe readmite a un exdirigente del PSOE en Madrid condenado por las tarjetas black,{},,"[[78, 83, 'ENG']]",economy
9996,La Audiencia Nacional impone la multa más alta hasta ahora por incumplir un plan de igualdad a una empresa de contact center,{},,"[[110, 124, 'ENG']]",economy
10028,"De la 'manovra' al 'biscotto': el apaño de Bruselas y Roma para sacar adelante los presupuestos italianos ante ""el avance de nacionalistas y populistas""",{},,"[[7, 14, 'OTHER'], [20, 28, 'OTHER']]",economy
10072,Armageddon climático,{},,"[[0, 10, 'OTHER']]",opinion
10091,"Los sectores financiero y de servicios de Panamá atraen a ""hackers""",{},,"[[59, 66, 'ENG']]",technology
10105,"Nuevas fotos de 'La verdad', la serie thriller de Telecinco con Lydia Bosch",{},,"[[38, 46, 'ENG']]",tv
10113,¿Sabes quién introdujo el juego online en Estados Unidos? ¡Bingo! La primera Nintendo,{},,"[[32, 38, 'ENG']]",technology
10134,Una playlist republicana,{},,"[[4, 12, 'ENG']]",music
10136,Humor con fecha de caducidad: elRellano y sus 16 años de 'wins' y 'fails' en español,{},,"[[58, 62, 'ENG'], [67, 72, 'ENG']]",technology
10181,"El 75% de los extremeños usa internet a diario, y la mitad de ellos hace compras online",{},,"[[81, 87, 'ENG']]",economy
10185,Deliveroo pierde el macrojuicio sobre sus 'riders': son trabajadores de empresa y operaban como falsos autónomos,{},,"[[43, 49, 'ENG']]",economy
10223,Los 'dirty dozen': la nueva leyenda urbana de la comida orgánica,{},,"[[5, 16, 'ENG']]",lifestyle
10225,"""El TTIP proviene del deseo de los lobbies, no de los pueblos""",{},,"[[35, 42, 'ENG']]",economy
10239,Black Week: así será la semana de ofertas tecnológicas de PcComponentes,{},,"[[0, 10, 'ENG']]",lifestyle
10242,2.000 productos y hasta un 60% de descuento: así será la Black Week de PcComponentes,{},,"[[57, 67, 'ENG']]",lifestyle
10246,"Un ""Búnker"" escuela en la nueva sitcom que prepara Telecinco",{},,"[[32, 38, 'ENG']]",tv
10269,'Barrio Sésamo' planta cara a Obama y pide la retirada de un spot que usa a la Gallina Caponata,{},,"[[61, 65, 'ENG']]",tv
10275,Iranzo dimite como consejero del CES y Red Eléctrica estudia su caso por las tarjetas 'black',{},,"[[87, 92, 'ENG']]",economy
10277,El lobby de Airbnb presiona con fuerza en Bruselas para vetar las iniciativas regulatorias de las ciudades,{},admin,"[[3, 8, 'ENG']]",economy
10287,¿Es el 'confort gel' un timo?,{},,"[[8, 19, 'ENG']]",lifestyle
10288,"El caso Ruth y José da récord al ""Gran Debate"" pero Antena 3 gana el prime time",{},,"[[69, 79, 'ENG']]",tv
10294,"El eurodiputado cazado negociando con un lobby para modificar una ley, nuevo presidente del banco público ICO",{},,"[[41, 46, 'ENG']]",economy
10317,Ven a través de tus ojos: dos investigadores desarrollan el primer 'spyware' para Google Glass,{},,"[[68, 75, 'ENG']]",technology
10334,"María Castro, de ""Tierra de Lobos"", pillada en 'topless' en la playa",{},,"[[48, 55, 'ENG']]",tv
10350,"Bad Gyal, la cantante que está revolucionando el trap con sus letras feministas",{},admin,"[[49, 53, 'ENG']]",music
10380,Los gadgets en el puesto del trabajo: del BYOD al WYOD,{},,"[[4, 11, 'ENG']]",technology
10408,"Facebook Messenger, Slack, Google Allo... Así pueden ayudar los 'bots' a tu empresa",{},,"[[65, 69, 'ENG']]",technology
10425,"""Los Kennedy tiene el cóctel infalible de sexo, poder y glamour... pero falla en su capacidad de sorprender""",{},,"[[56, 63, 'ENG']]",tv
10436,'Neurogaming': cuando el mando es tu cerebro y las videoconsolas leen la mente,{},,"[[1, 12, 'ENG']]",technology
10441,Crossover de 'El Príncipe' con 'El Comisario' en la recta final de la serie,{},admin,"[[0, 9, 'ENG']]",tv
10448,"El Parlamento Europeo, alarmado por la ley española del spam electoral: “No encaja en el Reglamento de Protección de Datos”",{},,"[[56, 60, 'ENG']]",technology
10454,La Constitución escrita con 'emojis': el reto de hacer leyes que se entiendan,{},,"[[29, 35, 'OTHER']]",technology
10460,El blockchain del PP y la inteligencia artificial del PSOE: los guiños más 'geeks' en los programas electorales,{},,"[[3, 13, 'ENG'], [76, 81, 'ENG']]",technology
10469,De programar con 14 años en un viejo Nokia a trabajar en una 'startup' del MIT,{},,"[[62, 69, 'ENG']]",technology
10478,Nace una app que facilita a las personas ciegas el acceso a los cajeros,{},,"[[9, 12, 'ENG']]",lifestyle
10500,Ramos y Nadal se mienten en el nuevo spot de Movistar+,{},,"[[37, 41, 'ENG']]",tv
10512,"Bring Me The Horizon, la mutación del 'metalcore' al pop de estadios",{},,"[[39, 48, 'ENG']]",music
10538,La primera orquesta 'wearable' del mundo es española (y suena bailando),{},,"[[21, 29, 'ENG']]",technology
10543,"Primer 'topless' de Noemí, la concursante más controvertida de ""Gran Hermano""",{},,"[[8, 15, 'ENG']]",tv
10567,"Telecinco prepara su proyecto más ambicioso: el primer biopic de ""El Rey""",{},,"[[55, 61, 'ENG']]",tv
10568,Secretos y curiosidades de 'Velvet': castings a los 'protas' y locura de fans,{},,"[[37, 45, 'ENG']]",tv
10593,"El email que desmiente la autonomía de los 'riders' de Glovo: ""De proceder con estas actitudes, se cesará la colaboración""",{},,"[[44, 50, 'ENG']]",economy
10607,"Estanislao Rodríguez Ponga y Antonio Rey son los primeros en entrar en prisión por las tarjetas ""black""",{},,"[[97, 102, 'ENG']]",economy
10617,HSBC es el quinto banco en el ranking suizo de gestión de patrimonios de millonarios,{},,"[[30, 37, 'ENG']]",economy
10622,Samuel L. Jackson debuta como creador de un reality VIP,{},,"[[44, 51, 'ENG']]",tv
10633,"Tú a Harvard, y yo también: dos 'startups' españolas se van a 'hacer las Ámericas'",{},,"[[33, 41, 'ENG']]",technology
10638,Los jugadores españoles de póquer online esconden sus ases en mangas extranjeras,{},,"[[34, 40, 'ENG']]",technology
10655,El 'big data' y el Candy Crush: moldeando el juego perfecto a base de analíticas,{},,"[[4, 12, 'ENG']]",technology
10684,Slack y la ciberseguridad: cuando los compromisos de tu empresa están en manos de una 'startup',{},,"[[87, 94, 'ENG']]",technology
10695,¿Por qué BBVA tiene la mejor app de banca móvil de Europa?,{},,"[[29, 32, 'ENG']]",lifestyle
10705,De las pantallas al tablero: juegos de mesa para 'gamers' y fanáticos de la tecnología,{},,"[[50, 56, 'ENG']]",technology
10714,TVE finaliza el rodaje de la tv-movie sobre Vicente Ferrer,{},,"[[29, 37, 'ENG']]",tv
10723,"Visa adquiere la ""startup"" financiera Plaid por 5.300 millones de dólares",{},,"[[18, 25, 'ENG']]",technology
10731,Más allá del mainstream: 10 festivales electrónicos para eclécticos incombustibles,{},admin,"[[13, 23, 'ENG']]",music
10738,Elegidas las tres actrices que interpretarán a 'La Veneno' en el biopic que preparan Atresmedia y los Javis,{},,"[[65, 71, 'ENG']]",tv
10757,"Mi hijo es una 'tuitstar' de esas: ""Cuando lo lees parece que lo estás viendo""",{},,"[[16, 24, 'ENG']]",technology
10766,"Una ‘hackathon’ de proyectos absurdos contra el ""postureo"" tecnológico",{},admin,"[[5, 14, 'ENG']]",technology
10770,"GRÁFICO | Nombre a nombre, todas las condenas por las tarjetas black",{},,"[[63, 68, 'ENG']]",economy
10792,"""El trap es una nueva ola como en su momento lo fue el punk""",{},admin,"[[55, 59, 'ENG'], [4, 8, 'ENG']]",music
10799,"Firefox OS, la alianza rebelde contra el imperio de los 'smartphones'",{},,"[[57, 68, 'ENG']]",technology
10813,"Amazon, Aliexpress y El Corte Inglés, los 'marketplaces' que más facturan en España, según un estudio",{},,"[[43, 55, 'ENG']]",economy
10823,Blanca Cuesta ya rueda su propio reality a lo 'Alaska y Mario',{},,"[[33, 40, 'ENG']]",tv
10847,"Lola Market, la app que te hace la compra con 'shoppers' subcontratados para evitar el ""lío"" laboral de Deliveroo",{},,"[[16, 19, 'ENG'], [47, 55, 'ENG']]",economy
10857,Goyo Jiménez vuelve a TV con un programa en el prime time de La 2,{},admin,"[[47, 57, 'ENG']]",tv
10866,La trampa de las apps de reparto: ¿estarías dispuesto a pagar más a cambio de mejorar las condiciones de los 'riders'?,{},,"[[17, 21, 'ENG'], [110, 116, 'ENG']]",economy
10885,El ‘boom’ de la transparencia: ¿un fenómeno electoralista y pasajero?,{},,"[[4, 8, 'ENG']]",technology
10886,"""Sexo inofensivo con casting básico y las formas de penes y vaginas de primera lección""",{},,"[[21, 28, 'ENG']]",tv
10896,Los bicimensajeros de Deliveroo o Glovo resucitan el 'walkie-talkie' en una 'app',{},,"[[54, 67, 'ENG'], [77, 80, 'ENG']]",technology
10900,Anatomía del 'phishing': así clonan la web de Hacienda o de tu banco para robarte,{},,"[[14, 22, 'ENG']]",technology
10905,"Riders, estibadores y trabajadoras de Inditex: éxitos de las luchas laborales de 2017 y frentes abiertos este año",{},,"[[0, 6, 'ENG']]",economy
10927,CCOO se lanza a la calle en Madrid para ofrecer asesoramiento a los 'riders' frente a los abusos laborales,{},,"[[69, 75, 'ENG']]",economy
10937,"'El Rubius', la última víctima de los hackers de Mark Zuckerberg",{},,"[[38, 45, 'ENG']]",tv
10938,Upfronts 2012: Las últimas series americanas salvadas o canceladas,{},,"[[0, 8, 'ENG']]",tv
10948,El juego online presiona al Gobierno para rebajar su fiscalidad,{},admin,"[[9, 15, 'ENG']]",economy
10950,La app de Atresmedia se cuela en 'Las Campos' de Telecinco,{},,"[[3, 6, 'ENG']]",tv
10976,"Los 'Hispanos' de balonmano revolucionan a Broncano en 'La Resistencia': ""Sois unos zorros y unos trolls""",{},,"[[98, 104, 'ENG']]",tv
10988,A examen: cuatro lectores de ebooks para regalar por Reyes,{},,"[[29, 35, 'ENG']]",lifestyle
11026,"Qué es y cómo funciona el 'ransomware', el ataque informático sufrido por la SER y otras empresas",{},,"[[27, 37, 'ENG']]",technology
11030,Carlos Bardem y Belén Rueda protagonizan los dos nuevos teasers de 'La Embajada',{},admin,"[[56, 63, 'ENG']]",tv
11035,El caos de las apps del taxi: más de 30 aplicaciones diferentes en las grandes ciudades,{},,"[[15, 19, 'ENG']]",economy
11049,'El cascabel' de 13tv mantiene su buen rendimiento en el prime time de las temáticas,{},admin,"[[57, 67, 'ENG']]",tv
11051,"En tiempos de la nube, los 'data centers' tienen los días contados",{},,"[[28, 40, 'ENG']]",technology
11061,"‘La que se avecina 6’: Primera promo, fin de rodaje y Trending Topic",{},admin,"[[54, 68, 'ENG']]",tv
11062,El bibliotecario más ‘techie’ de España está en un pueblo de 7.000 habitantes,{},,"[[22, 28, 'ENG']]",technology
11069,'Se hace saber' que TVE ya tiene 'troupe' de cómicos para su nuevo viernes noche,{},,"[[34, 40, 'OTHER']]",tv
11084,Rascacielos que parecen de Star Trek y otros peculiares 'data centers' del futuro,{},,"[[57, 69, 'ENG']]",technology
11090,"Paulina Rubio, Pablo López, Antonio Orozco y David Bisbal, coaches de ""La Voz Senior""",{},admin,"[[59, 66, 'ENG']]",tv
11108,Los esfuerzos de Bruselas por hacer más transparentes las reuniones con los 'lobbies' se atascan,{},,"[[77, 84, 'ENG']]",economy
11176,"Antena 3, lista para ""Comer, beber y amar"" en el late night del martes",{},,"[[49, 59, 'ENG']]",tv
11189,Vender 'online' y no morir en el intento: los secretos para enfrentarse a Amazon,{},,"[[8, 14, 'ENG']]",technology
11195,"Si en el referéndum catalán hay voto 'online', ¿podría manipularse el resultado?",{},,"[[38, 44, 'ENG']]",technology
11206,Esperando la condena del procés,{},,"[[25, 31, 'OTHER']]",opinion
11230,"Jorge Blass, en el 'dream team' de magos para un nuevo talent británico",{},,"[[20, 30, 'ENG'], [55, 61, 'ENG']]",tv
11264,Los Franco hacen caja: venden a un fondo buitre de Islas Caimán el parking del hotel Meliá Princesa de Madrid,{},admin,"[[67, 74, 'ENG']]",economy
11268,"La Comisión Europea retira su último spot tras las críticas por ser ""racista e imperialista""",{},,"[[37, 41, 'ENG']]",tv
11288,Neurobic: gimnasia mental para mantener joven el cerebro,{},,"[[0, 8, 'ENG']]",lifestyle
11302,La oficina de vivienda 'fake' que cobra 190 euros por teléfonos de pisos publicados en internet,{},,"[[24, 28, 'ENG']]",economy
11304,"Primera promo del reality 'Trabajo temporal' de TVE, con Edurne y Santiago Segura",{},,"[[18, 25, 'ENG']]",tv
11306,"¡Autobots, transfórmense y avancen! Los 'Transformers', camino de hacerse realidad gracias a la agencia DARPA",{},,"[[1, 9, 'ENG']]",technology
11308,Introducción a la música clásica para hipsters III: los villanos,{},,"[[38, 46, 'ENG']]",music
11321,El presidente de Correos saca al grupo estatal de la patronal CEOE y del lobby de los empresarios,{},,"[[73, 78, 'ENG']]",economy
11322,'The Walking Dead' revela el verdadero objetivo del polémico cliffhanger,{},,"[[61, 72, 'ENG']]",tv
11343,Así funciona el mercado negro 'online' de especies en peligro de extinción,{},,"[[31, 37, 'ENG']]",technology
11348,Flooxer enseña el rodaje de su webserie con Soy una pringada,{},,"[[31, 39, 'ENG']]",tv
11357,Pasta cremosa de Pappardelle para recibir a los primeros fríos del otoño,{},,"[[17, 28, 'OTHER']]",lifestyle
11365,"¿Más techno, amigo? La nueva encrucijada de los festivales electrónicos",{},admin,"[[5, 11, 'ENG']]",music
11369,"""Vente 'pa' Alemania, Pep"": el fichaje de Guardiola por el Bayern, Trending Topic para los televisivos",{},,"[[67, 81, 'ENG']]",tv
11388,La información no es (sólo) un post de Instagram,{},,"[[31, 35, 'ENG']]",opinion
11406,"Los impactantes primeros teasers de El Continental, nueva serie de TVE y Netflix",{},,"[[25, 32, 'ENG']]",tv
11414,WhatsApp: ¿'the next big thing' en la atención al cliente y el marketing?,{},,"[[12, 30, 'ENG'], [63, 72, 'ENG']]",technology
11420,"Google, Amazon y Apple se alían para promover el 'fintech': ¿ha llegado la revolución financiera?",{},,"[[50, 57, 'ENG']]",technology
11440,Al Orgullo con la playlist de eldiario.es,{},,"[[18, 26, 'ENG']]",music
11446,"El pionero que tradujo la informática: ""Me da igual que digan 'computer', pero no que digan ordenador""",{},,"[[63, 71, 'ENG']]",technology
11451,"'Pizza Express', el archirrepetido (y eficaz) gag de Moreno desde 'Noche de fiesta'",{},,"[[46, 49, 'ENG']]",tv
11456,Makespace Madrid: dos años 'cacharreando' con impresoras 3D y 'hardware' libre,{},,"[[63, 71, 'ENG']]",technology
11479,Diferencias entre un after sun y una crema hidratante: ¿son significativas?,{},,"[[21, 30, 'ENG']]",lifestyle
11501,Berlín vive un 'boom' de empresas de alquiler de bicicletas,{},,"[[16, 20, 'ENG']]",economy
11537,"Los gastos de Rodrigo Rato con su tarjeta 'black': alcohol, bolsos, fiestas y dinero en efectivo",{},,"[[43, 48, 'ENG']]",economy
11540,Las ventas de 'smartphones' caen en China por primera vez en dos años,{},,"[[15, 26, 'ENG']]",technology
11543,"Berlín pobre, Berlín sexy: de clonar 'startups' estadounidenses al 'glamour' de los grandes inversores",{},,"[[38, 46, 'ENG'], [21, 25, 'ENG'], [68, 75, 'ENG']]",technology
11560,El indie menos mainstream se da cita en Los jueves subterráneos,{},,"[[3, 8, 'ENG'], [15, 25, 'ENG']]",music
11562,"Por qué lo llaman 'rider' si es repartidor y 'juicer' si es cargador: ""Es una forma de despersonalizar""",{},,"[[19, 24, 'ENG'], [46, 52, 'ENG']]",economy
11573,"Los cinco beneficios del go, el juego de mesa más antiguo del mundo",{},,"[[25, 27, 'OTHER']]",lifestyle
11592,Los entusiastas de los ordenadores 'vintage' que rescatan la historia de la informática,{},,"[[36, 43, 'ENG']]",technology
11614,"Laura Escanes, pareja de Risto, entrevistada en La 2 como 'youtuber' de éxito",{},,"[[59, 67, 'ENG']]",tv
11634,"Así rechazó la HBO el spin-off de 'The Wire': ""Solo queremos una serie que nadie ve en Baltimore, no dos""",{},,"[[22, 30, 'ENG']]",tv
11638,"Facebook, cada día más 'gay-friendly': añade decenas de géneros para la comunidad LGTB",{},,"[[24, 36, 'ENG']]",technology
11646,Condena al call center del Santander por despedir a 92 teleoperadores discapacitados de la Agencia Tributaria,{},,"[[11, 22, 'ENG']]",economy
11656,"'La huida', el reality de #0, hace 'borrón' en sus primeras 4 promos",{},admin,"[[15, 22, 'ENG']]",tv
11688,Calzado barefoot: ¿es mejor correr como si fuéramos descalzos?,{},,"[[8, 16, 'ENG']]",lifestyle
11691,No hagas colas por el Gordo: la lotería de Navidad está en tu ‘smartphone’,{},,"[[63, 73, 'ENG']]",technology
11705,Los 'riders' ganan: el primer fallo de un Tribunal Superior confirma que un repartidor de Glovo era falso autónomo,{},,"[[5, 11, 'ENG']]",economy
11719,"Foodies felinos: ¿qué debería comer mi gato, pienso o latas?",{},,"[[0, 7, 'ENG']]",lifestyle
11720,Audiencias TV lunes 16/10/2017: Bertín sube con Romay pero no llega a lo más alto del prime time,{},,"[[86, 96, 'ENG']]",tv
11746,Surfcamps: los mejores campamentos de verano para aprender surf,{},,"[[0, 9, 'ENG']]",lifestyle
11782,Las 'black' o cómo el periodismo puede luchar contra la corrupción,{},,"[[5, 10, 'ENG']]",economy
11794,'The Walking Dead' en FOX asalta el ranking tuitero de la TV en abierto,{},,"[[36, 43, 'ENG']]",tv
11838,Pagos 'wearables': el reloj inteligente será la tarjeta del futuro (no muy lejano),{},,"[[7, 16, 'ENG']]",technology
11848,"El día más triste del año, el  ""blue monday"", no existe",{},,"[[32, 43, 'ENG']]",technology
11854,Las empresas del Ibex se lanzan de lleno a las tareas de lobby en la UE,{},,"[[57, 62, 'ENG']]",economy
11873,Amazon rompe el suelo con una tablet de 50 dólares,{},,"[[30, 36, 'ENG']]",technology
11880,Alerta 'sexting': el 60% de los españoles ha mandado fotos en pelotas,{},,"[[8, 15, 'ENG']]",technology
11881,"La campaña de la Renta 2017 arranca con la ""app"" y el plan ""Le llamamos"" como novedades",{},,"[[44, 47, 'ENG']]",economy
11885,Los 'riders' logran en Suiza su primer convenio colectivo,{},,"[[5, 11, 'ENG']]",economy
11905,"Cuatro cierra el casting de 'Expedición Imposible' con Iván e Ismael de 'GH 1', y Leticia Sabater con Raquel Mosquera",{},,"[[17, 24, 'ENG']]",tv
11910,'Emojis' y 'stories' para darse a conocer entre los jóvenes: el Congreso se reinventa en su 150 aniversario,{},,"[[12, 19, 'ENG'], [1, 7, 'OTHER']]",technology
11936,Los diputados del Congreso usan en su escaño ordenadores de 2006 con software obsoleto y riesgos de seguridad,{},,"[[69, 77, 'ENG']]",technology
11957,Por qué no puedes cargar tu portátil vía USB como lo haces con tu móvil o tablet,{},admin,"[[74, 80, 'ENG']]",technology
11976,La receta 'startup' para trabajar sin oficina y de una punta a otra del planeta,{},,"[[11, 18, 'ENG']]",technology
11999,Cuatro falsas creencias sobre los alimentos 'light',{},,"[[45, 50, 'ENG']]",lifestyle
12027,La vida tras vender tu 'startup': primero cargas las pilas y después... ¿qué hacemos?,{},,"[[24, 31, 'ENG']]",technology
12040,El resumen de 'GH 12+1' casi dobla el prime time de laSiete en su primer día,{},,"[[38, 48, 'ENG']]",tv
12066,"21 días totalmente desnudos por la ciudad, el polémico reality de U. K.",{},,"[[55, 62, 'ENG']]",tv
12086,"'Meta', 'farming' y 'op': diccionario para no perderse hablando de juegos online",{},,"[[9, 16, 'ENG'], [21, 23, 'ENG'], [1, 5, 'ENG'], [74, 80, 'ENG']]",technology
12089,¿Cómo liga un 'hacker'? Votando a todas las chicas a la vez en Tinder,{},,"[[15, 21, 'ENG']]",technology
12117,"TVE reactiva el biopic de Vicente Ferrer con la productora de ""Cuéntame""",{},,"[[16, 22, 'ENG']]",tv
12122,Tres días entre 'hackers': el vídeo que demuestra que nadie atacó nuestros ordenadores en la Rooted CON 2014,{},,"[[17, 24, 'ENG']]",technology
12143,Ticketmaster tendrá su app de reventa entre fans para dominar aún más el negocio de los eventos,{},,"[[23, 26, 'ENG']]",economy
12146,"""Todo lo que hacemos online es una performance pública""",{},admin,"[[21, 27, 'ENG']]",music
12186,"Los nuevos negocios de la banca ya rentan: el 6% de los 1.705 millones de beneficios de CaixaBank son de vender móviles, alarmas y rentings",{},,"[[131, 139, 'ENG']]",economy
12227,Coldplay publica un disco de 'world music' para acallar su conciencia de nuevos ricos,{},,"[[30, 41, 'ENG']]",music
12242,La Organización Mundial del Turismo y Globalia presentan la primera y mayor convocatoria mundial para startups de turismo,{},admin,"[[102, 110, 'ENG']]",economy
12257,"Por qué tienes que ver 'Making a Murderer', la serie 'killer' en Estados Unidos",{},,"[[54, 60, 'ENG']]",tv
12261,"‘Speed reading’, o cómo leer Los Pilares de la Tierra en dos horas (y no enterarse de nada)",{},,"[[1, 14, 'ENG']]",technology
12271,Diez modos de practicar el trash cooking vegano en casa,{},,"[[27, 40, 'ENG']]",lifestyle
12275,UGT intenta acercarse a sus bases en pleno escándalo por las tarjetas 'black',{},,"[[71, 76, 'ENG']]",economy
12293,'Distracted Boyfriend': el español detrás del meme publica una versión feminista,{},,"[[46, 50, 'ENG']]",technology
12308,Siete beneficios de comprar juguetes de sex shop y aprovecharlos en tus relaciones,{},,"[[40, 48, 'ENG']]",lifestyle
12316,Startups españolas en manos de gigantes,{},,"[[0, 8, 'ENG']]",technology
12403,Cómo una 'app' para cotillear conquistó a los empleados de Facebook o Microsoft,{},,"[[10, 13, 'ENG']]",technology
12406,España lidera el ranking anual de denuncias ante el Banco Mundial por los recortes de Rajoy a las renovables,{},,"[[17, 24, 'ENG']]",economy
12423,¿Te apetece comer algo fresco? Prepara esta ensalada de aguacate y tomate cherry con vinagreta de mostaza,{},admin,"[[74, 80, 'ENG']]",lifestyle
12487,"Kanye West, un Jesucristo del 'showbusiness' cuyo milagro no es la creatividad",{},,"[[31, 43, 'ENG']]",music
12493,"Telecinco se suma a la moda de los concursos nocturnos: ""Pasapalabra"" al prime time del jueves",{},,"[[73, 83, 'ENG']]",tv
12501,Kombucha: ¿una bebida peligrosa?,{},,"[[0, 8, 'OTHER']]",lifestyle
12502,Los trabajadores de Amazon no se rinden: paran este Black Friday en su cuarta ronda de huelgas,{},,"[[52, 64, 'ENG']]",economy
12503,La Inspección de Trabajo en Alicante concluye que los 'riders' de Deliveroo son falsos autónomos,{},,"[[55, 61, 'ENG']]",economy
12525,14 vinos gourmet con una gran relación calidad-precio,{},,"[[9, 16, 'OTHER']]",lifestyle
12535,Tarjetas revolving: cómo salir del abismo de la deuda interminable,{},,"[[9, 18, 'ENG']]",lifestyle
12589,"Pantallas de móviles, tabletas y ebooks: ¿dañan la vista?",{},,"[[33, 39, 'ENG']]",lifestyle
12591,"El 'big data' controla nuestras vidas, pero ¿a él quién lo controla?",{},,"[[4, 12, 'ENG']]",technology
12602,Kinesiotaping: ¿funcionan las cintas de colores que llevan los deportistas?,{},,"[[0, 13, 'ENG']]",lifestyle
12615,Los móviles y relojes modulares unen sus piezas gracias al 'crowdfunding',{},,"[[60, 72, 'ENG']]",technology
12639,'Chemsex' y otras conductas sexuales de riesgo: a examen,{},,"[[1, 8, 'ENG']]",lifestyle
12652,"El plan de Elon Musk para convertirnos en 'supercyborgs', ¿ciencia ficción o un sueño posible?",{},,"[[43, 55, 'ENG']]",technology
12674,La Inspección de Trabajo da de alta en la Seguridad Social como asalariados a 'riders' de Deliveroo en Barcelona,{},,"[[79, 85, 'ENG']]",economy
12697,Diez ordenadores a los que deberías seguir la pista este Black Friday,{},,"[[57, 69, 'ENG']]",lifestyle
12706,Cinco prácticas que serán legales para los partidos en España tras la aprobación del spam electoral,{},,"[[85, 89, 'ENG']]",technology
12718,"El FMI critica el papel de las agencias de 'rating' en el sector financiero y pide ""repensar"" su modelo",{},,"[[44, 50, 'ENG']]",economy
12719,"Los lobbies industriales alemanes enturbian ""la transformación energética"" de la canciller Merkel",{},,"[[4, 11, 'ENG']]",economy
12727,Libros en formato 'app': un negocio aún ruinoso que mira hacia el futuro,{},,"[[19, 22, 'ENG']]",technology
12744,"Cuando compras regalos 'online', ¿los sellos de confianza sirven para algo?",{},,"[[24, 30, 'ENG']]",technology
12760,El Ayuntamiento pide la retirada del nombre de Gandía en el reality juvenil de MTV,{},,"[[60, 67, 'ENG']]",tv
12762,No estás sacando partido a tu flamante ‘smartphone’ (y lo sabes): aprende a exprimir el potencial de la tecnología,{},,"[[40, 50, 'ENG']]",technology
12768,Mujeres que no renuncian al sexting: estas hackers te enseñan a hacerlo de forma más segura,{},,"[[28, 35, 'ENG'], [43, 50, 'ENG']]",technology
12778,Llega la era de los 'beacons': así se colarán en las empresas en los próximos años,{},,"[[21, 28, 'ENG']]",technology
12818,La banca ética continúa su escalada con un crecimiento del 16% en 2018 y no teme el 'greenwashing' de la tradicional,{},,"[[85, 97, 'ENG']]",economy
